Address,Case Number,Crime Against,Neighborhood,Number of Records,Occur Date,Occur Month Year,Occur Time,Offense Category,Offense Count,Offense Type,Open Data Lat,Open Data Lon,Open Data X,Open Data Y,Report Date,Report Month Year
SE WATER AVE / SE ALDER ST,17-29629,Property,Buckman West,1,1/30/17,1/1/17,1457,Larceny Offenses,1,Theft From Motor Vehicle,45.518,-122.666,7647025,682372,1/30/17,1/1/17
3700 BLOCK OF SE 40TH AVE,17-901255,Property,Creston-Kenilworth,1,1/30/17,1/1/17,1400,Larceny Offenses,1,Theft From Motor Vehicle,45.4958,-122.621,7658338,673979,1/30/17,1/1/17
300 BLOCK OF SW 3RD AVE,17-901300,Property,Downtown,1,1/30/17,1/1/17,2030,Larceny Offenses,1,Theft From Motor Vehicle,45.5206,-122.674,7644897,683385,1/30/17,1/1/17
1100 BLOCK OF N SCHMEER RD,17-29286,Property,East Columbia,1,1/30/17,1/1/17,425,Larceny Offenses,1,Theft From Motor Vehicle,45.5896,-122.678,7644494,708563,1/30/17,1/1/17
2600 BLOCK OF NE MARTIN LUTHER KING JR BLVD,17-901229,Property,Eliot,1,1/30/17,1/1/17,255,Larceny Offenses,1,Theft From Motor Vehicle,45.5416,-122.662,7648350,690952,1/30/17,1/1/17
300 BLOCK OF NE RUSSELL ST,17-901310,Property,Eliot,1,1/30/17,1/1/17,1830,Larceny Offenses,1,Theft From Motor Vehicle,45.541,-122.662,7648220,690733,1/30/17,1/1/17
1400 BLOCK OF SW MONTGOMERY ST,17-901304,Property,Goose Hollow,1,1/30/17,1/1/17,1715,Larceny Offenses,1,Theft From Motor Vehicle,45.5139,-122.691,7640613,681055,1/30/17,1/1/17
2200 BLOCK OF SE POWELL BLVD,17-901291,Property,Hosford-Abernethy,1,1/30/17,1/1/17,1030,Larceny Offenses,1,Theft From Motor Vehicle,45.499,-122.643,7652669,675292,1/30/17,1/1/17
2200 BLOCK OF LLOYD CENTER,17-30055,Property,Lloyd,1,1/30/17,1/1/17,2214,Larceny Offenses,1,Theft From Motor Vehicle,45.5318,-122.652,7650578,687330,1/30/17,1/1/17
600 BLOCK OF NE 87TH AVE,17-901239,Property,Montavilla,1,1/30/17,1/1/17,145,Larceny Offenses,1,Theft From Motor Vehicle,45.5276,-122.574,7670757,685258,1/30/17,1/1/17
7900 BLOCK OF SE RAMONA ST,17-901299,Property,Mt Scott-Arleta,1,1/30/17,1/1/17,0,Larceny Offenses,1,Theft From Motor Vehicle,45.481,-122.582,7668154,668351,1/30/17,1/1/17
1000 BLOCK OF NW 21ST AVE,17-901284,Property,Northwest,1,1/30/17,1/1/17,845,Larceny Offenses,1,Theft From Motor Vehicle,45.5302,-122.695,7639794,687043,1/30/17,1/1/17
2200 BLOCK OF NW LOVEJOY ST,17-901246,Property,Northwest,1,1/30/17,1/1/17,405,Larceny Offenses,1,Theft From Motor Vehicle,45.5298,-122.698,7638998,686897,1/30/17,1/1/17
2200 BLOCK OF NW LOVEJOY ST,17-901487,Property,Northwest,1,1/30/17,1/1/17,500,Larceny Offenses,1,Theft From Motor Vehicle,45.5298,-122.698,7638998,686897,1/30/17,1/1/17
2200 BLOCK OF NW LOVEJOY ST,17-901244,Property,Northwest,1,1/30/17,1/1/17,830,Larceny Offenses,1,Theft From Motor Vehicle,45.5298,-122.698,7638998,686897,1/30/17,1/1/17
10800 BLOCK OF NE MARX ST,17-29762,Property,Parkrose,1,1/30/17,1/1/17,100,Larceny Offenses,1,Theft From Motor Vehicle,45.561,-122.551,7676805,697292,1/30/17,1/1/17
1400 BLOCK OF NW RALEIGH ST,17-901312,Property,Pearl,1,1/30/17,1/1/17,1900,Larceny Offenses,1,Theft From Motor Vehicle,45.5344,-122.686,7641990,688488,1/30/17,1/1/17
6700 BLOCK OF N MICHIGAN AVE,17-901266,Property,Piedmont,1,1/30/17,1/1/17,100,Larceny Offenses,1,Theft From Motor Vehicle,45.5715,-122.677,7644727,701950,1/30/17,1/1/17
7900 BLOCK OF NE KLICKITAT ST,17-901245,Property,Roseway,1,1/30/17,1/1/17,800,Larceny Offenses,1,Theft From Motor Vehicle,45.5464,-122.581,7668941,692172,1/30/17,1/1/17
4400 BLOCK OF NE SHAVER ST,17-901238,Property,Beaumont-Wilshire,1,1/30/17,1/1/17,0,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.5519,-122.618,7659686,694434,1/30/17,1/1/17
600 BLOCK OF NE 87TH AVE,17-901241,Property,Montavilla,1,1/30/17,1/1/17,100,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.5276,-122.574,7670757,685258,1/30/17,1/1/17
2700 BLOCK OF NW UPSHUR ST,17-901277,Property,Northwest,1,1/30/17,1/1/17,1800,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.5361,-122.708,7636436,689271,1/30/17,1/1/17
3100 BLOCK OF NE 74TH AVE,17-901257,Property,Roseway,1,1/30/17,1/1/17,30,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.545,-122.587,7667508,691704,1/30/17,1/1/17
NE PRESCOTT DR / NE 133RD AVE,17-29777,Property,Argay,1,1/30/17,1/1/17,1700,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5541,-122.526,7683198,694612,1/30/17,1/1/17
2100 BLOCK OF SE 154TH AVE,17-29437,Property,Centennial,1,1/30/17,1/1/17,1115,Motor Vehicle Theft,2,Motor Vehicle Theft,45.5083,-122.505,7688106,677780,1/30/17,1/1/17
3100 BLOCK OF N VANCOUVER AVE,17-29765,Property,Eliot,1,1/30/17,1/1/17,715,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5457,-122.668,7646728,692507,1/30/17,1/1/17
400 BLOCK OF NE 160TH AVE,17-29661,Property,Glenfair,1,1/30/17,1/1/17,400,Motor Vehicle Theft,1,Motor Vehicle Theft,45.526,-122.499,7689865,684191,1/30/17,1/1/17
13600 BLOCK OF SE STARK ST,17-29173,Property,Hazelwood,1,1/30/17,1/1/17,254,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5191,-122.523,7683580,681858,1/30/17,1/1/17
13400 BLOCK OF E BURNSIDE ST,17-29232,Property,Hazelwood,1,1/30/17,1/1/17,648,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5223,-122.525,7683192,683017,1/30/17,1/1/17
300 BLOCK OF NE 132ND CT,17-29726,Property,Hazelwood,1,1/30/17,1/1/17,1000,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5252,-122.526,7682814,684099,1/30/17,1/1/17
NE 122ND AVE / NE WASCO ST,17-29876,Property,Hazelwood,1,1/30/17,1/1/17,800,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5324,-122.538,7679993,686785,1/30/17,1/1/17
10000 BLOCK OF E BURNSIDE ST,17-29635,Property,Hazelwood,1,1/30/17,1/1/17,1504,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5228,-122.56,7674116,683428,1/30/17,1/1/17
2900 BLOCK OF NE 19TH AVE,17-29298,Property,Irvington,1,1/30/17,1/1/17,0,Motor Vehicle Theft,1,Motor Vehicle Theft,45.544,-122.646,7652295,691737,1/30/17,1/1/17
1900 BLOCK OF N VICTORY BLVD,17-29638,Property,Kenton,1,1/30/17,1/1/17,600,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5953,-122.687,7642435,710705,1/30/17,1/1/17
6000 BLOCK OF SE 90TH AVE,17-29240,Property,Lents,1,1/30/17,1/1/17,713,Motor Vehicle Theft,1,Motor Vehicle Theft,45.479,-122.571,7671079,667517,1/30/17,1/1/17
2200 BLOCK OF LLOYD CENTER,17-29704,Property,Lloyd,1,1/30/17,1/1/17,1200,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5318,-122.652,7650578,687330,1/30/17,1/1/17
100 BLOCK OF N DREXLER DR,17-29519,Property,Lloyd,1,1/30/17,1/1/17,1000,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5316,-122.669,7646449,687373,1/30/17,1/1/17
1100 BLOCK OF NE 77TH AVE,17-29216,Property,Montavilla,1,1/30/17,1/1/17,515,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5311,-122.584,7668117,686597,1/30/17,1/1/17
9800 BLOCK OF SW BARBUR BLVD,17-29697,Property,Multnomah,1,1/30/17,1/1/17,1556,Motor Vehicle Theft,1,Motor Vehicle Theft,45.4543,-122.719,7632722,659536,1/30/17,1/1/17
1000 BLOCK OF NW 22ND AVE,17-29967,Property,Northwest,1,1/30/17,1/1/17,2028,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5302,-122.697,7639242,687043,1/30/17,1/1/17
12100 BLOCK OF NE AINSWORTH CIR,17-29349,Property,Parkrose,1,1/30/17,1/1/17,530,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5654,-122.536,7680788,698813,1/30/17,1/1/17
4600 BLOCK OF NE 95TH AVE,17-29725,Property,Parkrose,1,1/30/17,1/1/17,1330,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5568,-122.565,7673233,695836,1/30/17,1/1/17
10600 BLOCK OF SE DIVISION ST,17-29373,Property,Powellhurst-Gilbert,1,1/30/17,1/1/17,829,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5042,-122.554,7675652,676610,1/30/17,1/1/17
3300 BLOCK OF SE 43RD AVE,17-29592,Property,Richmond,1,1/30/17,1/1/17,900,Motor Vehicle Theft,1,Motor Vehicle Theft,45.4986,-122.618,7658971,674993,1/30/17,1/1/17
8600 BLOCK OF SE 15TH AVE,17-29580,Property,Sellwood-Moreland,1,1/30/17,1/1/17,1330,Motor Vehicle Theft,1,Motor Vehicle Theft,45.4604,-122.651,7650241,661295,1/30/17,1/1/17
8700 BLOCK OF N LOMBARD ST,17-29194,Property,St Johns,1,1/30/17,1/1/17,338,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5909,-122.755,7624790,709574,1/30/17,1/1/17
15700 BLOCK OF NE MILTON PL,17-29220,Property,Wilkes,1,1/30/17,1/1/17,30,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5486,-122.501,7689508,692445,1/30/17,1/1/17
1700 BLOCK OF NE DEKUM ST,17-29918,Property,Woodlawn,1,1/30/17,1/1/17,1942,Motor Vehicle Theft,1,Motor Vehicle Theft,45.5719,-122.647,7652242,701913,1/30/17,1/1/17
700 BLOCK OF SW YAMHILL ST,17-29690,Property,Downtown,1,1/30/17,1/1/17,1550,Robbery,1,Robbery,45.5188,-122.68,7643272,682771,1/30/17,1/1/17
5600 BLOCK OF N VANCOUVER AVE,17-29699,Property,Humboldt,1,1/30/17,1/1/17,1201,Robbery,1,Robbery,45.5636,-122.669,7646702,699030,1/30/17,1/1/17
5700 BLOCK OF NE MARTIN LUTHER KING JR BLVD,17-30133,Property,King,1,1/30/17,1/1/17,2346,Robbery,1,Robbery,45.5645,-122.661,7648619,699291,1/30/17,1/1/17
3900 BLOCK OF NE 41ST AVE,17-901222,Property,Beaumont-Wilshire,1,1/30/17,1/1/17,945,Vandalism,1,Vandalism,45.5511,-122.621,7658707,694136,1/30/17,1/1/17
6900 BLOCK OF N PHILADELPHIA AVE,17-29245,Property,Cathedral Park,1,1/30/17,1/1/17,726,Vandalism,1,Vandalism,45.5885,-122.758,7624239,708716,1/30/17,1/1/17
4500 BLOCK OF NE 60TH AVE,17-29779,Property,Cully,1,1/30/17,1/1/17,1724,Vandalism,1,Vandalism,45.5561,-122.601,7663998,695824,1/30/17,1/1/17
5200 BLOCK OF NE ALBERTA ST,17-29991,Property,Cully,1,1/30/17,1/1/17,2050,Vandalism,1,Vandalism,45.5591,-122.609,7661936,696979,1/30/17,1/1/17
300 BLOCK OF SW ALDER ST,17-901278,Property,Downtown,1,1/30/17,1/1/17,1845,Vandalism,1,Vandalism,45.5191,-122.676,7644511,682858,1/30/17,1/1/17
500 BLOCK OF SW OAK ST,17-901298,Property,Downtown,1,1/30/17,1/1/17,1220,Vandalism,1,Vandalism,45.5216,-122.677,7644279,683765,1/30/17,1/1/17
NULL,17-X4763604,Property,Goose Hollow,1,1/30/17,1/1/17,1030,Vandalism,1,Vandalism,NULL,NULL,NULL,NULL,1/30/17,1/1/17
SE 96TH AVE / SE MARKET ST,17-29833,Property,Hazelwood,1,1/30/17,1/1/17,1800,Vandalism,1,Vandalism,45.5109,-122.564,7672974,679138,1/30/17,1/1/17
1900 BLOCK OF SW VERMONT ST,17-29787,Property,Hillsdale,1,1/30/17,1/1/17,1730,Vandalism,1,Vandalism,45.476,-122.698,7638326,667303,1/30/17,1/1/17
2000 BLOCK OF SW VERMONT ST,17-901309,Property,Hillsdale,1,1/30/17,1/1/17,2120,Vandalism,1,Vandalism,45.476,-122.699,7637999,667313,1/30/17,1/1/17
4600 BLOCK OF NE MARTIN LUTHER KING JR BLVD,17-901226,Property,King,1,1/30/17,1/1/17,855,Vandalism,1,Vandalism,45.5567,-122.662,7648479,696481,1/30/17,1/1/17
4600 BLOCK OF NE MARTIN LUTHER KING JR BLVD,17-901227,Property,King,1,1/30/17,1/1/17,905,Vandalism,1,Vandalism,45.5567,-122.662,7648479,696481,1/30/17,1/1/17
800 BLOCK OF NE WEIDLER ST,17-30040,Property,Lloyd,1,1/30/17,1/1/17,1600,Vandalism,1,Vandalism,45.5344,-122.657,7649420,688303,1/30/17,1/1/17
NW 21ST AVE / NW HOYT ST,17-29671,Property,Northwest,1,1/30/17,1/1/17,1535,Vandalism,1,Vandalism,45.527,-122.694,7639777,685873,1/30/17,1/1/17
6800 BLOCK OF N MEARS ST,17-29633,Property,St Johns,1,1/30/17,1/1/17,1400,Vandalism,1,Vandalism,45.5945,-122.733,7630569,710745,1/30/17,1/1/17
SE HARRISON ST / SE 155TH PL,17-29742,Society,Centennial,1,1/30/17,1/1/17,1649,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.5089,-122.504,7688312,677996,1/30/17,1/1/17
SW 10TH AVE / SW MORRISON ST,17-29993,Society,Downtown,1,1/30/17,1/1/17,2132,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.52,-122.682,7642871,683235,1/30/17,1/1/17
SE ELLIS ST / SE 104TH AVE,17-30137,Society,Lents,1,1/30/17,1/1/17,2347,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.4818,-122.556,7674890,668452,1/30/17,1/1/17
100 BLOCK OF SE 82ND AVE,17-29772,Society,Montavilla,1,1/30/17,1/1/17,1716,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.5215,-122.579,7669271,683090,1/30/17,1/1/17
1900 BLOCK OF NW FLANDERS ST,17-29931,Society,Northwest,1,1/30/17,1/1/17,2001,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.5256,-122.691,7640557,685336,1/30/17,1/1/17
NW GLISAN ST / NW 6TH AVE,17-29299,Society,Old Town/Chinatown,1,1/30/17,1/1/17,834,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.5266,-122.677,7644358,685609,1/30/17,1/1/17
4500 BLOCK OF SE WOODSTOCK BLVD,17-800241,Property,Woodstock,1,1/9/17,1/1/17,1831,Embezzlement,1,Embezzlement,45.4792,-122.616,7659430,667917,1/31/17,1/1/17
6000 BLOCK OF NE FLANDERS ST,17-30415,Property,North Tabor,1,1/9/17,1/1/17,945,Fraud Offenses,1,Identity Theft,45.5259,-122.602,7663558,684822,1/31/17,1/1/17
5600 BLOCK OF SE 137TH AVE,17-31058,Property,Powellhurst-Gilbert,1,1/12/17,1/1/17,0,Larceny Offenses,1,Theft From Motor Vehicle,45.4821,-122.523,7683397,668368,1/31/17,1/1/17
9700 BLOCK OF SE STARK ST,17-901315,Property,Hazelwood,1,1/15/17,1/1/17,700,Vandalism,1,Vandalism,45.5191,-122.563,7673292,682101,1/31/17,1/1/17
3500 BLOCK OF N HOUGHTON ST,17-30482,Property,Kenton,1,1/18/17,1/1/17,800,Burglary,1,Burglary,45.5872,-122.703,7638188,707854,1/31/17,1/1/17
4800 BLOCK OF SE 84TH AVE,17-901358,Property,Lents,1,1/18/17,1/1/17,1200,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,45.4874,-122.577,7669559,670653,1/31/17,1/1/17
4800 BLOCK OF SE 84TH AVE,17-901358,Property,Lents,1,1/18/17,1/1/17,1200,Fraud Offenses,1,Identity Theft,45.4874,-122.577,7669559,670653,1/31/17,1/1/17
3800 BLOCK OF SE HAWTHORNE BLVD,17-680568,Property,Sunnyside,1,1/19/17,1/1/17,1245,Larceny Offenses,1,Shoplifting,45.5121,-122.624,7657625,679955,1/31/17,1/1/17
3800 BLOCK OF SE HAWTHORNE BLVD,17-680569,Property,Sunnyside,1,1/19/17,1/1/17,1400,Larceny Offenses,1,Shoplifting,45.5121,-122.624,7657625,679955,1/31/17,1/1/17
2900 BLOCK OF NE THOMPSON ST,17-901341,Property,Grant Park,1,1/20/17,1/1/17,1346,Larceny Offenses,1,All Other Larceny,45.539,-122.636,7654926,689840,1/31/17,1/1/17
400 BLOCK OF NE EMERSON ST,17-31254,Property,King,1,1/20/17,1/1/17,800,Larceny Offenses,1,All Other Larceny,45.5619,-122.661,7648685,698341,1/31/17,1/1/17
4500 BLOCK OF SE 104TH AVE,17-30959,Property,Lents,1,1/21/17,1/1/17,1200,Fraud Offenses,1,Identity Theft,45.4892,-122.556,7674943,671171,1/31/17,1/1/17
2200 BLOCK OF LLOYD CENTER,17-30946,Property,Lloyd,1,1/22/17,1/1/17,1308,Larceny Offenses,1,Shoplifting,45.5318,-122.652,7650578,687330,1/31/17,1/1/17
1100 BLOCK OF SW VERMONT ST,17-21199,Property,Hillsdale,1,1/22/17,1/1/17,1716,Vandalism,1,Vandalism,45.4761,-122.692,7640015,667287,1/31/17,1/1/17
300 BLOCK OF SE 49TH AVE,17-31009,Property,North Tabor,1,1/23/17,1/1/17,700,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,45.5204,-122.613,7660562,682924,1/31/17,1/1/17
300 BLOCK OF SE 49TH AVE,17-31009,Property,North Tabor,1,1/23/17,1/1/17,700,Fraud Offenses,1,Identity Theft,45.5204,-122.613,7660562,682924,1/31/17,1/1/17
2100 BLOCK OF NE MARTIN LUTHER KING JR BLVD,17-30447,Property,Eliot,1,1/24/17,1/1/17,718,Larceny Offenses,1,All Other Larceny,45.5383,-122.662,7648312,689767,1/31/17,1/1/17
300 BLOCK OF NE MULTNOMAH ST,17-31066,Property,Lloyd,1,1/24/17,1/1/17,2300,Larceny Offenses,1,All Other Larceny,45.5314,-122.662,7648107,687262,1/31/17,1/1/17
1700 BLOCK OF NE DEKUM ST,17-901355,Property,Woodlawn,1,1/24/17,1/1/17,1830,Vandalism,1,Vandalism,45.5719,-122.647,7652242,701913,1/31/17,1/1/17
3800 BLOCK OF SE HAWTHORNE BLVD,17-680570,Property,Sunnyside,1,1/25/17,1/1/17,1244,Larceny Offenses,1,Shoplifting,45.5121,-122.624,7657625,679955,1/31/17,1/1/17
3300 BLOCK OF SW US VETERANS HOSPITAL RD,17-680152,Property,Homestead,1,1/25/17,1/1/17,2000,Larceny Offenses,1,Theft From Building,45.4984,-122.689,7640798,675419,1/31/17,1/1/17
3300 BLOCK OF SW US VETERANS HOSPITAL RD,17-680152,Society,Homestead,1,1/25/17,1/1/17,2000,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.4984,-122.689,7640798,675419,1/31/17,1/1/17
